name,M_solar,M_kg,r_m,r_km,r_AU,r_ly,r_pc,r_s_m,r_s_km,x_dimensionless,horizon_ratio,r_ph_m,r_isco_m,inside_photon_sphere,inside_isco,Xi_segment_density,D_ssz_time_dilation,D_gr_time_dilation,stretch_factor,R_ssz_m,R_ssz_km,v_orbital_m_s,v_escape_m_s,v_orbital_ssz_m_s,v_escape_ssz_m_s,v_orbital_km_s,v_escape_km_s,v_orbital_ssz_km_s,v_escape_ssz_km_s,v_orbital_over_c,v_escape_over_c,tau_over_t,z_gr_redshift,z_ssz_redshift,T_orbital_seconds,T_orbital_years,T_orbital_ssz_seconds,T_orbital_ssz_years,g_m_s2,g_earth_g,phi_potential_J_kg,export_timestamp,phi_golden_ratio
Star_0519,1.2503525951e+00,2.4869513117e+30,2.0957176243e+19,2.0957176243e+16,1.4008807649e+08,2.2151121703e+03,6.7917089293e+02,3.6936998044e+03,3.6936998044e+00,5.6737627184e+15,5.6737627184e+15,5.5405497066e+03,1.1081099413e+04,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,4.1914352486e+19,4.1914352486e+16,2.8142982489e+00,3.9800187522e+00,3.9800187522e+00,5.6285964978e+00,2.8142982489e-03,3.9800187522e-03,3.9800187522e-03,5.6285964978e-03,9.3874884901e-09,1.3275913539e-08,0,2.2204460493e-16,inf,4.6788865360e+19,1.4826496742e+12,9.3577730720e+19,2.9652993485e+12,3.7792661291e-19,3.8524629247e-20,-7.9202746338e+00,2025-11-22T13:30:24.753000,1.6180339887e+00
Star_0520,2.6733628900e-01,5.3173187882e+29,1.8750974185e+19,1.8750974185e+16,1.2534073653e+08,1.9819230721e+03,6.0767327300e+02,7.8974523046e+02,7.8974523046e-01,2.3743067336e+16,2.3743067336e+16,1.1846178457e+03,2.3692356914e+03,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,3.7501948370e+19,3.7501948370e+16,1.3757429407e+00,1.9455943251e+00,1.9455943251e+00,2.7514858814e+00,1.3757429407e-03,1.9455943251e-03,1.9455943251e-03,2.7514858814e-03,4.5889844924e-09,6.4898041067e-09,0,0.0000000000e+00,inf,8.5637979312e+19,2.7137038087e+12,1.7127595862e+20,5.4274076173e+12,1.0093708307e-19,1.0289203167e-20,-1.8926686389e+00,2025-11-22T13:30:24.753000,1.6180339887e+00
Star_0521,4.1027946800e-01,8.1604586185e+29,1.3182259647e+20,1.3182259647e+17,8.8116708873e+08,1.3933262496e+04,4.2720483675e+03,1.2120174714e+03,1.2120174714e+00,1.0876295069e+17,1.0876295069e+17,1.8180262071e+03,3.6360524142e+03,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,2.6364519295e+20,2.6364519295e+17,6.4278423173e-01,9.0903417820e-01,9.0903417820e-01,1.2855684635e+00,6.4278423173e-04,9.0903417820e-04,9.0903417820e-04,1.2855684635e-03,2.1440974067e-09,3.0322116315e-09,0,0.0000000000e+00,inf,1.2885596137e+21,4.0831990192e+13,2.5771192274e+21,8.1663980384e+13,3.1343000336e-21,3.1950051311e-22,-4.1317156856e-01,2025-11-22T13:30:24.753000,1.6180339887e+00
Star_0522,1.6981804626e+00,3.3776809401e+30,1.5439176750e+20,1.5439176750e+17,1.0320305314e+09,1.6318757796e+04,5.0034600740e+03,5.0166399998e+03,5.0166399998e+00,3.0775931203e+16,3.0775931203e+16,7.5249599998e+03,1.5049920000e+04,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,3.0878353501e+20,3.0878353501e+17,1.2083704710e+00,1.7088939085e+00,1.7088939085e+00,2.4167409420e+00,1.2083704710e-03,1.7088939085e-03,1.7088939085e-03,2.4167409420e-03,4.0306900283e-09,5.7002565037e-09,0,0.0000000000e+00,inf,8.0279360378e+20,2.5438994213e+13,1.6055872076e+21,5.0877988426e+13,9.4574938731e-21,9.6406665373e-22,-1.4601591952e+00,2025-11-22T13:30:24.753000,1.6180339887e+00
Star_0523,1.2172191370e-01,2.4210488635e+29,5.8295037847e+18,5.8295037847e+15,3.8967271288e+07,6.1616148237e+02,1.8891997876e+02,3.5958193759e+02,3.5958193759e-01,1.6211892688e+16,1.6211892688e+16,5.3937290639e+02,1.0787458128e+03,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,1.1659007569e+19,1.1659007569e+16,1.6649026514e+00,2.3545279096e+00,2.3545279096e+00,3.3298053028e+00,1.6649026514e-03,2.3545279096e-03,2.3545279096e-03,3.3298053028e-03,5.5535174650e-09,7.8538597179e-09,0,2.2204460493e-16,inf,2.1999996515e+19,6.9713782147e+11,4.3999993030e+19,1.3942756429e+12,4.7549516065e-19,4.8470454704e-20,-2.7719008386e+00,2025-11-22T13:30:24.753000,1.6180339887e+00
Star_0524,8.0896984550e-01,1.6090410227e+30,3.5397908601e+19,3.5397908601e+16,2.3661703610e+08,3.7414553008e+03,1.1471597563e+03,2.3897993028e+03,2.3897993028e+00,1.4812084244e+16,1.4812084244e+16,3.5846989542e+03,7.1693979085e+03,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,7.0795817201e+19,7.0795817201e+16,1.7417973215e+00,2.4632733950e+00,2.4632733950e+00,3.4835946430e+00,1.7417973215e-03,2.4632733950e-03,2.4632733950e-03,3.4835946430e-03,5.8100104757e-09,8.2165956123e-09,0,2.2204460493e-16,inf,1.2769087223e+20,4.0462795721e+12,2.5538174445e+20,8.0925591443e+12,8.5707264332e-20,8.7367241929e-21,-3.0338579092e+00,2025-11-22T13:30:24.753000,1.6180339887e+00
Star_0525,4.1916999250e-01,8.3372911508e+29,8.0198722231e+19,8.0198722231e+16,5.3608771545e+08,8.4767701332e+03,2.5990446975e+03,1.2382812059e+03,1.2382812059e+00,6.4766162845e+16,6.4766162845e+16,1.8574218089e+03,3.7148436178e+03,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,1.6039744446e+20,1.6039744446e+17,8.3297433675e-01,1.1780036041e+00,1.1780036041e+00,1.6659486735e+00,8.3297433675e-04,1.1780036041e-03,1.1780036041e-03,1.6659486735e-03,2.7785033096e-09,3.9293970635e-09,0,0.0000000000e+00,inf,6.0494472752e+20,1.9169541648e+13,1.2098894550e+21,3.8339083297e+13,8.6515872869e-21,8.8191511590e-22,-6.9384624568e-01,2025-11-22T13:30:24.753000,1.6180339887e+00
Star_0526,4.6993507670e-01,9.3470086756e+29,4.8507725141e+19,4.8507725141e+16,3.2424949960e+08,5.1271245260e+03,1.5720168889e+03,1.3882476892e+03,1.3882476892e+00,3.4941693415e+16,3.4941693415e+16,2.0823715338e+03,4.1647430677e+03,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,9.7015450281e+19,9.7015450281e+16,1.1340539894e+00,1.6037945323e+00,1.6037945323e+00,2.2681079788e+00,1.1340539894e-03,1.6037945323e-03,1.6037945323e-03,2.2681079788e-03,3.7827969288e-09,5.3496827204e-09,0,0.0000000000e+00,inf,2.6875530507e+20,8.5163417076e+12,5.3751061015e+20,1.7032683415e+13,2.6512858460e-20,2.7026359286e-21,-1.2860784509e+00,2025-11-22T13:30:24.753000,1.6180339887e+00
Star_0527,2.6119744880e-01,5.1952172566e+29,7.2792142342e+19,7.2792142342e+16,4.8657849159e+08,7.6939163241e+03,2.3590155343e+03,7.7161031961e+02,7.7161031961e-01,9.4337958542e+16,9.4337958542e+16,1.1574154794e+03,2.3148309588e+03,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,1.4558428468e+20,1.4558428468e+17,6.9018015566e-01,9.7606213661e-01,9.7606213661e-01,1.3803603113e+00,6.9018015566e-04,9.7606213661e-04,9.7606213661e-04,1.3803603113e-03,2.3021931915e-09,3.2557928346e-09,0,0.0000000000e+00,inf,6.6267700613e+20,2.0998967163e+13,1.3253540123e+21,4.1997934325e+13,6.5439569703e-21,6.6707002755e-22,-4.7634864726e-01,2025-11-22T13:30:24.753000,1.6180339887e+00
Star_0528,2.1470488810e-01,4.2704802243e+29,2.0003765938e+19,2.0003765938e+16,1.3371501295e+08,2.1143394924e+03,6.4827319370e+02,6.3426541144e+02,6.3426541144e-01,3.1538478336e+16,3.1538478336e+16,9.5139811715e+02,1.9027962343e+03,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,4.0007531876e+19,4.0007531876e+16,1.1936729084e+00,1.6881084161e+00,1.6881084161e+00,2.3873458168e+00,1.1936729084e-03,1.6881084161e-03,1.6881084161e-03,2.3873458168e-03,3.9816642366e-09,5.6309235642e-09,0,0.0000000000e+00,inf,1.0529464759e+20,3.3365860392e+12,2.1058929518e+20,6.6731720784e+12,7.1229338350e-20,7.2608907594e-21,-1.4248550123e+00,2025-11-22T13:30:24.753000,1.6180339887e+00
Star_0529,2.8273996160e-01,5.6236978362e+29,4.4916070522e+19,4.4916070522e+16,3.0024111312e+08,4.7474971485e+03,1.4556201355e+03,8.3524962874e+02,8.3524962874e-01,5.3775624648e+16,5.3775624648e+16,1.2528744431e+03,2.5057488862e+03,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,8.9832141044e+19,8.9832141044e+16,9.1414054819e-01,1.2927899612e+00,1.2927899612e+00,1.8282810964e+00,9.1414054819e-04,1.2927899612e-03,1.2927899612e-03,1.8282810964e-03,3.0492446484e-09,4.3122831368e-09,0,0.0000000000e+00,inf,3.0872276142e+20,9.7828339739e+12,6.1744552283e+20,1.9565667948e+13,1.8604765113e-20,1.8965102052e-21,-8.3565294185e-01,2025-11-22T13:30:24.754070,1.6180339887e+00
Star_0530,4.6239541110e-01,9.1970447268e+29,2.6119147359e+19,2.6119147359e+16,1.7459323101e+08,2.7607174040e+03,8.4645776839e+02,1.3659745629e+03,1.3659745629e+00,1.9121254575e+16,1.9121254575e+16,2.0489618443e+03,4.0979236886e+03,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,5.2238294718e+19,5.2238294718e+16,1.5330189147e+00,2.1680161405e+00,2.1680161405e+00,3.0660378294e+00,1.5330189147e-03,2.1680161405e-03,2.1680161405e-03,3.0660378294e-03,5.1136006720e-09,7.2317234229e-09,0,0.0000000000e+00,inf,1.0705115335e+20,3.3922463479e+12,2.1410230670e+20,6.7844926958e+12,8.9977936893e-20,9.1720628841e-21,-2.3501469928e+00,2025-11-22T13:30:24.754070,1.6180339887e+00
Star_0531,3.6467762890e-01,7.2534380388e+29,4.3090788269e+19,4.3090788269e+16,2.8804002853e+08,4.5545701584e+03,1.3964671961e+03,1.0773038676e+03,1.0773038676e+00,3.9998731617e+16,3.9998731617e+16,1.6159558014e+03,3.2319116027e+03,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,8.6181576537e+19,8.6181576537e+16,1.0599432053e+00,1.4989860563e+00,1.4989860563e+00,2.1198864106e+00,1.0599432053e-03,1.4989860563e-03,1.4989860563e-03,2.1198864106e-03,3.5355899624e-09,5.0000792758e-09,0,0.0000000000e+00,inf,2.5543576898e+20,8.0942710783e+12,5.1087153796e+20,1.6188542157e+13,2.6072384462e-20,2.6577354191e-21,-1.1234795985e+00,2025-11-22T13:30:24.754070,1.6180339887e+00
Star_0532,4.3601535690e-01,8.6723454487e+29,8.0494789883e+18,8.0494789883e+15,5.3806677729e+07,8.5080636173e+02,2.6086395269e+02,1.2880445442e+03,1.2880445442e+00,6.2493793591e+15,6.2493793591e+15,1.9320668163e+03,3.8641336327e+03,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,1.6098957977e+19,1.6098957977e+16,2.6815584070e+00,3.7922962675e+00,3.7922962675e+00,5.3631168140e+00,2.6815584070e-03,3.7922962675e-03,3.7922962675e-03,5.3631168140e-03,8.9447160376e-09,1.2649738732e-08,0,2.2204460493e-16,inf,1.8860811675e+19,5.9766305660e+11,3.7721623350e+19,1.1953261132e+12,8.9331936895e-19,9.1062117121e-20,-7.1907554902e+00,2025-11-22T13:30:24.754070,1.6180339887e+00
Star_0533,1.7057048551e+00,3.3926469568e+30,1.6023604998e+19,1.6023604998e+16,1.0710965908e+08,1.6936481343e+03,5.1928589942e+02,5.0388680075e+03,5.0388680075e+00,3.1800009396e+15,3.1800009396e+15,7.5583020113e+03,1.5116604023e+04,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,3.2047209997e+19,3.2047209997e+16,3.7591709937e+00,5.3162706025e+00,5.3162706025e+00,7.5183419873e+00,3.7591709937e-03,5.3162706025e-03,5.3162706025e-03,7.5183419873e-03,1.2539244712e-08,1.7733169934e-08,0,2.2204460493e-16,inf,2.6782309095e+19,8.4868016247e+11,5.3564618190e+19,1.6973603249e+12,8.8190931823e-19,8.9899013071e-20,-1.4131366560e+01,2025-11-22T13:30:24.754070,1.6180339887e+00
Star_0534,2.0424192890e-01,4.0623719658e+29,9.5567203979e+19,9.5567203979e+16,6.3881820841e+08,1.0101173658e+04,3.0970996525e+03,6.0335650582e+02,6.0335650582e-01,1.5839259717e+17,1.5839259717e+17,9.0503475873e+02,1.8100695175e+03,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,1.9113440796e+20,1.9113440796e+17,5.3264550344e-01,7.5327449490e-01,7.5327449490e-01,1.0652910069e+00,5.3264550344e-04,7.5327449490e-04,7.5327449490e-04,1.0652910069e-03,1.7767141542e-09,2.5126532533e-09,0,0.0000000000e+00,inf,1.1273284915e+21,3.5722884233e+13,2.2546569830e+21,7.1445768467e+13,2.9687091442e-21,3.0262070787e-22,-2.8371123233e-01,2025-11-22T13:30:24.754070,1.6180339887e+00
Star_0535,3.0860991850e-01,6.1382512790e+29,1.2017040427e+19,1.2017040427e+16,8.0327810340e+07,1.2701659895e+03,3.8944292792e+02,9.1167275539e+02,9.1167275539e-01,1.3181309144e+16,1.3181309144e+16,1.3675091331e+03,2.7350182662e+03,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,2.4034080854e+19,2.4034080854e+16,1.8464027241e+00,2.6112077741e+00,2.6112077741e+00,3.6928054483e+00,1.8464027241e-03,2.6112077741e-03,2.6112077741e-03,3.6928054483e-03,6.1589365405e-09,8.7100515853e-09,0,2.2204460493e-16,inf,4.0893186984e+19,1.2958269001e+12,8.1786373968e+19,2.5916538003e+12,2.8369739125e-19,2.8919204001e-20,-3.4092030197e+00,2025-11-22T13:30:24.754576,1.6180339887e+00
Star_0536,3.2597922870e-01,6.4837268588e+29,3.3810869053e+19,3.3810869053e+16,2.2600848298e+08,3.5737098671e+03,1.0957276810e+03,9.6298389590e+02,9.6298389590e-01,3.5110523859e+16,3.5110523859e+16,1.4444758438e+03,2.8889516877e+03,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,6.7621738106e+19,6.7621738106e+16,1.1313241304e+00,1.5999339286e+00,1.5999339286e+00,2.2626482608e+00,1.1313241304e-03,1.5999339286e-03,1.5999339286e-03,2.2626482608e-03,3.7736910993e-09,5.3368051329e-09,0,0.0000000000e+00,inf,1.8777992085e+20,5.9503866215e+12,3.7555984169e+20,1.1900773243e+13,3.7854522048e-20,3.8587688122e-21,-1.2798942880e+00,2025-11-22T13:30:24.754576,1.6180339887e+00
Star_0537,2.5333638520e-01,5.0388607016e+29,9.0413434256e+19,9.0413434256e+16,6.0436787604e+08,9.5564352876e+03,2.9300785642e+03,7.4838774288e+02,7.4838774288e-01,1.2081095009e+17,1.2081095009e+17,1.1225816143e+03,2.2451632286e+03,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,1.8082686851e+20,1.8082686851e+17,6.0989146424e-01,8.6251678030e-01,8.6251678030e-01,1.2197829285e+00,6.0989146424e-04,8.6251678030e-04,8.6251678030e-04,1.2197829285e-03,2.0343789444e-09,2.8770462941e-09,0,0.0000000000e+00,inf,9.3145156966e+20,2.9515919134e+13,1.8629031393e+21,5.9031838268e+13,4.1140744317e-21,4.1937557917e-22,-3.7196759815e-01,2025-11-22T13:30:24.754576,1.6180339887e+00
Star_0538,7.5372357060e-01,1.4991561819e+30,8.0530153107e+19,8.0530153107e+16,5.3830316248e+08,8.5118014065e+03,2.6097855627e+03,2.2265948151e+03,2.2265948151e+00,3.6167403500e+16,3.6167403500e+16,3.3398922226e+03,6.6797844452e+03,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,1.6106030621e+20,1.6106030621e+17,1.1146718650e+00,1.5763840691e+00,1.5763840691e+00,2.2293437300e+00,1.1146718650e-03,1.5763840691e-03,1.5763840691e-03,2.2293437300e-03,3.7181451209e-09,5.2582512569e-09,0,0.0000000000e+00,inf,4.5393257933e+20,1.4384255435e+13,9.0786515865e+20,2.8768510871e+13,1.5428920953e-20,1.5727748168e-21,-1.2424933666e+00,2025-11-22T13:30:24.754576,1.6180339887e+00
Star_0539,2.1611379740e-01,4.2985034303e+29,3.3718988399e+19,3.3718988399e+16,2.2539430748e+08,3.5639983510e+03,1.0927500534e+03,6.3842750781e+02,6.3842750781e-01,5.2815688525e+16,5.2815688525e+16,9.5764126172e+02,1.9152825234e+03,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,6.7437976797e+19,6.7437976797e+16,9.2241048772e-01,1.3044854218e+00,1.3044854218e+00,1.8448209754e+00,9.2241048772e-04,1.3044854218e-03,1.3044854218e-03,1.8448209754e-03,3.0768301974e-09,4.3512949942e-09,0,0.0000000000e+00,inf,2.2968369864e+20,7.2782372118e+12,4.5936739727e+20,1.4556474424e+13,2.5233292820e-20,2.5722011029e-21,-8.5084110785e-01,2025-11-22T13:30:24.754576,1.6180339887e+00
Star_0540,4.0640897320e-01,8.0834744769e+29,4.8053901136e+19,4.8053901136e+16,3.2121591668e+08,5.0791566574e+03,1.5573095614e+03,1.2005835399e+03,1.2005835399e+00,4.0025453904e+16,4.0025453904e+16,1.8008753099e+03,3.6017506198e+03,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,9.6107802272e+19,9.6107802272e+16,1.0595893201e+00,1.4984855870e+00,1.4984855870e+00,2.1191786401e+00,1.0595893201e-03,1.4984855870e-03,1.4984855870e-03,2.1191786401e-03,3.5344095283e-09,4.9984098899e-09,0,0.0000000000e+00,inf,2.8495149947e+20,9.0295681379e+12,5.6990299893e+20,1.8059136276e+13,2.3363962148e-20,2.3816475176e-21,-1.1227295272e+00,2025-11-22T13:30:24.754576,1.6180339887e+00
Star_0541,3.2072052820e-01,6.3791313059e+29,6.2608695712e+19,6.2608695712e+16,4.1850732428e+08,6.6175558305e+03,2.0289949027e+03,9.4744902911e+02,9.4744902911e-01,6.6081333970e+16,6.6081333970e+16,1.4211735437e+03,2.8423470873e+03,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,1.2521739142e+20,1.2521739142e+17,8.2464362201e-01,1.1662221944e+00,1.1662221944e+00,1.6492872440e+00,8.2464362201e-04,1.1662221944e-03,1.1662221944e-03,1.6492872440e-03,2.7507150364e-09,3.8900985107e-09,0,0.0000000000e+00,inf,4.7703277695e+20,1.5116256526e+13,9.5406555389e+20,3.0232513052e+13,1.0861703723e-20,1.1072073112e-21,-6.8003710333e-01,2025-11-22T13:30:24.754576,1.6180339887e+00
Star_0542,2.4296999740e-01,4.8326732483e+29,1.0872838440e+19,1.0872838440e+16,7.2679401334e+07,1.1492271895e+03,3.5236213629e+02,7.1776412140e+02,7.1776412140e-01,1.5148205539e+16,1.5148205539e+16,1.0766461821e+03,2.1532923642e+03,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,2.1745676879e+19,2.1745676879e+16,1.7223646781e+00,2.4357914871e+00,2.4357914871e+00,3.4447293562e+00,1.7223646781e-03,2.4357914871e-03,2.4357914871e-03,3.4447293562e-03,5.7451901545e-09,8.1249258348e-09,0,2.2204460493e-16,inf,3.9664108072e+19,1.2568797397e+12,7.9328216144e+19,2.5137594793e+12,2.7283952583e-19,2.7812387954e-20,-2.9665400843e+00,2025-11-22T13:30:24.754576,1.6180339887e+00
Star_0543,3.6406512730e-01,7.2412553820e+29,1.2155624195e+20,1.2155624195e+17,8.1254172429e+08,1.2848138881e+04,3.9393408936e+03,1.0754944603e+03,1.0754944603e+00,1.1302358723e+17,1.1302358723e+17,1.6132416905e+03,3.2264833810e+03,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,2.4311248391e+20,2.4311248391e+17,6.3055236875e-01,8.9173571168e-01,8.9173571168e-01,1.2611047375e+00,6.3055236875e-04,8.9173571168e-04,8.9173571168e-04,1.2611047375e-03,2.1032963036e-09,2.9745101582e-09,0,0.0000000000e+00,inf,1.2112560848e+21,3.8382389181e+13,2.4225121696e+21,7.6764778361e+13,3.2708833652e-21,3.3342338075e-22,-3.9759628974e-01,2025-11-22T13:30:24.754576,1.6180339887e+00
Star_0544,1.6607926928e+00,3.3033166660e+30,2.0722575737e+19,2.0722575737e+16,1.3851989129e+08,2.1903155837e+03,6.7156806356e+02,4.9061917962e+03,4.9061917962e+00,4.2237598117e+15,4.2237598117e+15,7.3592876944e+03,1.4718575389e+04,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,4.1445151475e+19,4.1445151475e+16,3.2617907612e+00,4.6128687321e+00,4.6128687321e+00,6.5235815223e+00,3.2617907612e-03,4.6128687321e-03,4.6128687321e-03,6.5235815223e-03,1.0880162840e-08,1.5386873849e-08,0,2.2204460493e-16,inf,3.9917883437e+19,1.2649213957e+12,7.9835766874e+19,2.5298427914e+12,5.1341489130e-19,5.2335870672e-20,-1.0639278970e+01,2025-11-22T13:30:24.754576,1.6180339887e+00
Star_0545,1.0696621590e+00,2.1275580343e+30,1.6902103264e+19,1.6902103264e+16,1.1298197369e+08,1.7865028289e+03,5.4775588244e+02,3.1599173888e+03,3.1599173888e+00,5.3489066911e+15,5.3489066911e+15,4.7398760833e+03,9.4797521665e+03,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,3.3804206529e+19,3.3804206529e+16,2.8984992621e+00,4.0990969669e+00,4.0990969669e+00,5.7969985241e+00,2.8984992621e-03,4.0990969669e-03,4.0990969669e-03,5.7969985241e-03,9.6683528378e-09,1.3673115709e-08,0,2.2204460493e-16,inf,3.6639321694e+19,1.1610300433e+12,7.3278643387e+19,2.3220600866e+12,4.9705636279e-19,5.0668334637e-20,-8.4012979721e+00,2025-11-22T13:30:24.754576,1.6180339887e+00
Star_0546,2.0361618190e-01,4.0499258580e+29,3.9208413918e+19,3.9208413918e+16,2.6208832833e+08,4.1442145564e+03,1.2706489263e+03,6.0150796999e+02,6.0150796999e-01,6.5183531848e+16,6.5183531848e+16,9.0226195498e+02,1.8045239100e+03,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,7.8416827837e+19,7.8416827837e+16,8.3030329424e-01,1.1742261796e+00,1.1742261796e+00,1.6606065885e+00,8.3030329424e-04,1.1742261796e-03,1.1742261796e-03,1.6606065885e-03,2.7695936708e-09,3.9167969316e-09,0,0.0000000000e+00,inf,2.9670330343e+20,9.4019603338e+12,5.9340660686e+20,1.8803920668e+13,1.7583051481e-20,1.7923599879e-21,-6.8940356043e-01,2025-11-22T13:30:24.755581,1.6180339887e+00
Star_0547,2.3418801680e-01,4.6579996542e+29,9.6383783699e+18,9.6383783699e+15,6.4427662901e+07,1.0187483744e+03,3.1235630067e+02,6.9182103930e+02,6.9182103930e-01,1.3931895421e+16,1.3931895421e+16,1.0377315590e+03,2.0754631179e+03,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,1.9276756740e+19,1.9276756740e+16,1.7959763035e+00,2.5398940461e+00,2.5398940461e+00,3.5919526070e+00,1.7959763035e-03,2.5398940461e-03,2.5398940461e-03,3.5919526070e-03,5.9907321067e-09,8.4721745939e-09,0,2.2204460493e-16,inf,3.3719663918e+19,1.0685116713e+12,6.7439327836e+19,2.1370233426e+12,3.3465493457e-19,3.4113652861e-20,-3.2255308827e+00,2025-11-22T13:30:24.755581,1.6180339887e+00
Star_0548,2.3333311370e-01,4.6409956315e+29,2.6946415723e+19,2.6946415723e+16,1.8012309975e+08,2.8481572480e+03,8.7326751541e+02,6.8929554735e+02,6.8929554735e-01,3.9092687928e+16,3.9092687928e+16,1.0339433210e+03,2.0678866421e+03,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,5.3892831446e+19,5.3892831446e+16,1.0721558975e+00,1.5162574112e+00,1.5162574112e+00,2.1443117949e+00,1.0721558975e-03,1.5162574112e-03,1.5162574112e-03,2.1443117949e-03,3.5763271185e-09,5.0576903145e-09,0,0.0000000000e+00,inf,1.5791483659e+20,5.0040192091e+12,3.1582967319e+20,1.0008038418e+13,4.2659412676e-20,4.3485639833e-21,-1.1495182685e+00,2025-11-22T13:30:24.755581,1.6180339887e+00
Star_0549,1.3211978618e+00,2.6278625471e+30,8.1169455447e+19,8.1169455447e+16,5.4257657384e+08,8.5793737921e+03,2.6305037900e+03,3.9029856880e+03,3.9029856880e+00,2.0796759695e+16,2.0796759695e+16,5.8544785320e+03,1.1708957064e+04,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,1.6233891089e+20,1.6233891089e+17,1.4699679583e+00,2.0788486229e+00,2.0788486229e+00,2.9399359166e+00,1.4699679583e-03,2.0788486229e-03,2.0788486229e-03,2.9399359166e-03,4.9032853198e-09,6.9342925994e-09,0,0.0000000000e+00,inf,3.4694819501e+20,1.0994124870e+13,6.9389639002e+20,2.1988249741e+13,2.6620922692e-20,2.7136516506e-21,-2.1608057984e+00,2025-11-22T13:30:24.755581,1.6180339887e+00
Star_0550,1.8067177250e-01,3.5935615550e+29,3.5361991795e+19,3.5361991795e+16,2.3637695050e+08,3.7376589996e+03,1.1459957804e+03,5.3372728089e+02,5.3372728089e-01,6.6254795400e+16,6.6254795400e+16,8.0059092134e+02,1.6011818427e+03,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,7.0723983590e+19,7.0723983590e+16,8.2356341635e-01,1.1646945529e+00,1.1646945529e+00,1.6471268327e+00,8.2356341635e-04,1.1646945529e-03,1.1646945529e-03,1.6471268327e-03,2.7471118581e-09,3.8850028471e-09,0,0.0000000000e+00,inf,2.6978608188e+20,8.5490050537e+12,5.3957216377e+20,1.7098010107e+13,1.9180387368e-20,1.9551872955e-21,-6.7825670075e-01,2025-11-22T13:30:24.755581,1.6180339887e+00
Star_0551,1.8311513220e-01,3.6421599795e+29,1.8653226256e+19,1.8653226256e+16,1.2468734128e+08,1.9715914022e+03,6.0450550137e+02,5.4094527466e+02,5.4094527466e-01,3.4482649409e+16,3.4482649409e+16,8.1141791200e+02,1.6228358240e+03,False,False,1.0000000000e+00,0,1.0000000000e+00,2.0000000000e+00,3.7306452512e+19,3.7306452512e+16,1.1415774773e+00,1.6144343508e+00,1.6144343508e+00,2.2831549545e+00,1.1415774773e-03,1.6144343508e-03,1.6144343508e-03,2.2831549545e-03,3.8078925830e-09,5.3851733349e-09,0,0.0000000000e+00,inf,1.0266642385e+20,3.2533026547e+12,2.0533284771e+20,6.5066053093e+12,6.9864543468e-20,7.1217679376e-21,-1.3031991366e+00,2025-11-22T13:30:24.755581,1.6180339887e+00
